,r2,MAE,MedAE,MSE,RMSE,MAPE,MDAPE
0,-4.787005264047613,48823.608239559275,46826.28775093536,3216877974.491824,56717.52793001317,20.588534110824714,18.469817717651356
1,0.1594652689168109,70813.56617281174,61666.15294546215,7404324824.707614,86048.38653169281,13.83982199205635,11.047555877189879
2,0.3286763102414564,280375.38460566755,241907.09104681062,114439577560.29225,338289.1922014244,12.627816840259356,9.92519402922066
3,0.48014653278589425,29793.064624364284,27376.264889294514,1310027329.846226,36194.29968719144,13.129185614559931,11.679448873335438
4,0.3705707311416111,40724.5553967709,34599.02759276051,2520331167.5184097,50202.89999112013,14.007067138893062,10.599561173553024
5,-0.7574284855695474,22162.589498358087,18214.52667022677,749218315.3420507,27371.852610703037,11.851097890267729,9.874743205146935
6,0.03686498213755629,91868.04526560614,71027.5147516611,14238740297.552542,119326.19283942877,14.384451526293057,9.437191882330735
7,-0.4405015157840193,59075.72526023698,49018.39829776267,5411336148.083566,73561.78456293435,16.6560328332401,12.172671868243158
8,0.5880897884900528,88421.38524581929,75291.1277014676,12153179602.934935,110241.460453565,19.18696381357861,13.894664604605625
9,0.2124560129799159,83830.29029661903,69708.64429727662,10513462268.115427,102535.17575990899,11.796791897501409,8.94070519061067
10,-0.9012613000981784,27919.00418620321,19834.057564234652,1354096673.9532382,36798.05258370663,14.674065894614191,8.8591964321379
11,0.396535440837525,61722.52051956805,49620.70052856405,6195874185.349488,78713.87543088886,12.77114441025786,8.95406396772672
12,-0.07762729146998515,86330.36251414423,72345.49484667322,11540472948.216707,107426.59330080567,9.501307570882075,7.510123391626763
13,0.25493557511482434,72709.6069095674,60136.12817761733,8552665798.638469,92480.62390921933,14.669070334758235,10.008308206627936
14,-3945585.0907312715,171395382.354798,142447285.57715407,4.1879704787136296e+16,204645314.59854215,17788.204106264264,15222.285969028693
15,0.17398571129384222,53575.67390246766,42804.1413304474,4662265077.714399,68280.78117387352,7.493790729526706,5.806951697106366
16,-1.5409185794124682,96158.63303796935,92458.93395737954,13025326677.642305,114128.55329689545,13.322892245868715,12.28483818841067
17,-7.495925532392805,613547.030536432,589871.2961884653,451294405293.43933,671784.4931921541,24.9349279516294,22.22552927202748
18,-4.0155528342592515,64076.842898850984,56219.878878655494,6384004019.664006,79899.96257611143,14.491797897488661,13.040474300174187
19,0.660736823538389,113461.35007527473,101810.01891685068,19179176284.1316,138488.9031082693,19.86021480217985,17.089444263790103
20,-1.8373537506061792,116798.48759333784,104271.94892596046,19776000474.64594,140627.16833757955,13.088615001092224,10.83359687177827
21,-0.5389568519222538,48511.01141743977,40118.426375257724,3625551726.6836843,60212.55456035464,16.29711129690517,12.015419130814621
22,-4.484217793340531,53182.2131458747,51860.64542777874,3674998744.7538824,60621.767911814335,30.727012320512774,26.265373601465676
23,-2.585395838221345,89777.97755760445,84906.69790374464,11744629654.158415,108372.64255409857,22.068481842109115,22.196456473357316
24,-4.0180625764562316e+23,1.0897762087836576e+16,40728918800.99715,1.2715205187315359e+33,3.5658386373075492e+16,2256802887220.743,7707335.035755444
25,-1.8948896307203866,58670.84077493809,50560.2501085219,5312670057.418274,72888.06526049566,11.379699547843646,8.961602666505526
26,0.11468137275872858,57001.71950172018,45229.26751045487,5265866740.209417,72566.29203844866,11.222597457659656,8.630513279284118
27,-0.4066208510619911,73887.73145963246,57735.01053267415,8617394294.195694,92829.92133033235,13.224808792231965,9.504873221405182
28,0.07922355505852385,72021.80782473428,63526.229789037956,7758472780.490261,88082.19332243186,11.894190693655938,11.132095563723764
29,-1.3186666416407173,73516.54290297677,61125.24908186775,8549245480.637144,92462.12998107466,8.272389269001287,6.6244600016193464
30,-1.5612410601559894,132039.33203652588,119743.03176148818,26487952952.66944,162751.19954295096,10.697206845385434,8.911815625830187
31,-1.8196693008772384,149575.68941906706,130446.29934730404,33287800916.699883,182449.44756479774,12.616034626843803,10.614852816061205
32,-0.4616557812399473,48518.02764444029,39548.32837825507,3786352387.493085,61533.34370480029,15.420039037949676,11.085479172545535
