,r2,MAE,MedAE,MSE,RMSE,MAPE,MDAPE
0,-2.6794380090947594,35581.180383046776,32298.879189102096,1845259599.6254845,42956.48495425905,14.932559387178557,13.102538069128327
1,-0.05030965274860866,67543.72639647647,56921.975029474124,6939624606.951902,83304.40928877596,13.334267057676872,10.56203515290956
2,-0.29491096954590446,267984.2889327676,264460.8150708182,101152933162.52928,318045.48914035753,11.747265673978948,10.891755980605286
3,-0.3171455774685852,33569.25582634017,29621.73235960136,1691562940.191335,41128.614615512335,14.096741517893763,12.184471345451641
4,-1.0512255428154207,44571.48767284179,37059.20285787643,3165748325.2382274,56264.983117728094,15.496994910728704,11.437309698968924
5,-0.988284831383367,21652.23401648917,18337.391657262546,747996096.357843,27349.517296615,11.713698036988152,10.272345253041742
6,-0.3049095402372137,83430.71035140725,65901.89681584551,11179929490.550617,105735.18567889601,12.720062508735086,9.076180568932294
7,-0.5474768052319052,51959.73624380556,45089.606381842284,4204603387.402312,64842.91316252156,14.082228446299666,11.079671119848577
8,-0.40272279190786664,83400.29230960271,69927.91010330163,10628722270.745329,103095.69472458745,17.618043981475054,13.34774565869756
9,-0.2090981844468136,83959.34588762977,68726.59095539118,10731047082.84645,103590.76736295783,11.884051478378169,9.065096462275028
10,-0.16177898721474016,23082.358665741504,15593.21976551466,951148110.8202633,30840.689207932162,12.17656543318797,6.726553266210382
11,-0.9650187223088842,76895.78780204877,63538.95453669841,9251855681.866653,96186.56705521127,15.75459767921088,11.87260371604484
12,-0.4570330054152054,68648.78282845905,58902.49560711626,7484838155.846844,86514.95914491807,7.5967393851690685,6.014105012078213
13,-0.0023392149354097835,71057.53405457617,68340.46792827873,6926805659.321649,83227.43333373708,13.308067594365552,12.098871069552503
14,-0.6782097671544196,104320.67587764692,87138.60767954309,17260649785.87769,131379.79215190472,11.229535042740823,8.739972371036668
15,-2.3348381915551375,76367.7852982774,65830.36677321326,9366701449.113914,96781.72063522076,10.62711272151367,8.928013448817453
16,-2.352191526835437,99448.19011800418,93355.22604875162,13816243991.63123,117542.51993058184,13.644714655175713,12.09664025231196
17,-6.661511897521786,543255.4870704934,517954.3962765774,395008957521.01373,628497.380679517,21.877201098407348,19.780393982595406
18,-0.5798564810618467,33386.22943740436,27175.208228184725,1738746549.09112,41698.27992964602,7.79910409841114,6.151235226989769
19,-0.33803671851104666,110254.34389540432,106080.42098550359,17169400556.89522,131032.0592713677,19.85814117004647,16.80049593337021
20,-1.2390502807922945,99425.59276332843,83364.92263785843,15894512767.295877,126073.44195862932,11.011216746073115,8.666391738263398
21,-0.6872796559138494,47923.54638105434,43475.82590089622,3574446104.4119062,59786.67162848177,15.816034738105422,12.298216653342044
22,-2.0776568935587507,33999.196841033656,29504.724477863114,1798103513.2304575,42404.050670077,20.012860733232397,14.957853085396058
23,-0.5910099459298346,61838.87371055197,55813.87372108898,5570297802.002686,74634.42772610161,16.910985371527822,14.246417894713595
24,-2.856336479542707,89907.11183343286,83870.77024208277,11255181957.491383,106090.4423475149,19.584612812923094,17.09069139006285
25,-1.0839642805837992,44191.85393747967,38765.2442876359,2920008636.310729,54037.104255416285,8.309050621654375,6.948187263183518
26,-0.31680855557428345,61747.116240019335,50205.142251748475,6209400429.0231085,78799.74891472122,11.969187667498044,9.361363713488721
27,-1.0286416231475166,74635.9940213486,67778.31700317201,7984270205.161056,89354.74360749437,12.531362263851333,11.696591977840555
28,-1.1632716021867209,79034.06116863963,71010.17685914319,9477779386.254189,97353.88737104538,12.887353053345826,12.022778513294083
29,-1.1825548854757462,56084.00073269949,44739.71554030769,5037610519.290135,70976.12640381367,6.309717803913506,4.812514063599504
30,-0.28507035258502733,95986.68538887017,81963.65965402033,14856289918.73033,121886.38118645713,7.773441751834957,6.332433238847105
31,-1.2844280086564486,129109.34306069899,110138.63663020777,26005460607.414967,161262.08670178792,10.635977430127557,8.984361397319882
32,-2.405493178029924,59120.431976013904,50956.5164958376,5297714300.974947,72785.39895456332,18.08445126669428,14.533669620676925
33,-0.33745226622736335,85374.57579557592,69640.31865556212,11543980076.53985,107442.9154320556,8.313557357755533,6.511767218767578
34,-0.6369806455885416,56123.46220110643,48320.08043777163,4927396016.941327,70195.4130762212,13.02987784735818,10.335411163711289
35,-4.549709984308115,118956.61957657781,113233.1943852366,18508473357.04312,136045.8502014785,16.49997948601969,14.76429622799934
36,-1.1231119386927864,4544929.293304198,6505820.827710971,31436866778392.9,5606858.904805158,6400.026035153602,8837.81359929751
37,-1.483918694483957,110061.54970865077,89370.61740185169,20192737290.622944,142101.1516161039,13.726425264942277,9.654130840058201
38,-2.1881444622350656,226077.3777989017,190948.05768744438,77524871619.21051,278432.885304898,17.282661220760573,14.633863558571825
39,-63895.08360835063,376117.2377106219,379794.60007224046,219942437707.83234,468980.21035842475,9019.39495461983,7538.993604198811
40,-1.9454217770882143,189919.9604084812,152610.33070484386,58036064945.14693,240906.75570674005,12.307082087619554,9.098926003216851
41,-0.09948132740493665,48953.77241282333,42838.95580888062,3655915012.322367,60464.163041609754,13.530587969398791,11.912698868812537
42,-2.7807818109353537,459254.00554456783,355331.41785348346,333188116276.0996,577224.4938289605,12.67075750156873,9.168553121398777
43,-0.15459847678476302,65696.0910277682,51746.16540330555,7110396546.670813,84323.16731877909,11.394193439270804,8.063013619854091
44,-1.571002903214485,125859.13634211078,111774.78871534765,24170240409.309948,155467.81148942036,9.616836852700118,7.905989013149408
45,-1.6591011873551298,36163.77615682546,36734.55603301211,1767617081.810871,42043.03844646425,13.51559684398459,13.261538005562615
46,-1.4115867815331558,78267.48098447452,66226.90430783504,9526088115.016413,97601.68090261772,16.85508058288696,12.048286980697936
47,-0.5411550405031842,176428.7976406017,123985.67658071336,53299491706.03398,230866.82677689748,15.486154869546,9.052893019154492
48,-1.2757725802671773,98609.95662896708,83595.3820595434,15523676720.674738,124594.04769359867,10.370510311301445,8.092792455092637
49,-2.085750149900751,40959.60964876998,34208.68750780221,2586284344.846684,50855.52423136236,16.30430751825702,12.401469796306786
50,-2.3876712427581372,46556.21736038496,44635.205152591865,3101894226.1730433,55694.651683739285,15.209502730683965,13.649481117807404
51,-1.4616865072505978,36775.710188401514,33354.046154053765,1973703965.7543042,44426.388169131016,12.578255737940658,11.015811010988259
52,-1.157252219638516,84989.78391752609,69802.08836768824,11863243159.381346,108918.51614570107,15.135119676506065,10.918484243031108
53,-2.076895346354025,66597.24507535879,52049.40635518532,7844232455.557083,88567.67161643735,9.29357724432003,7.069852943255557
54,-2.2077092446575373,185589.20782026005,153684.34656751156,53063036960.13539,230354.15550871965,15.787999616541237,11.432814147447854
55,-0.5547524145680685,79202.8230636588,65520.13191882009,9766488409.479195,98825.54532851916,15.579510914518105,11.030610488567238
56,-0.7923522693383909,131046.65010407087,108013.51877152082,27587366585.0803,166094.4507955648,11.397551583752575,8.541231455027793
57,-0.4382106482365744,41921.42435575595,31233.363831533876,3086762851.4117537,55558.64335467303,15.934595286903452,9.850207196777667
58,-1.6806940028672575,97499.95517007633,92771.25473054673,14987354710.179188,122422.85207500758,11.88307441653406,11.245515568562816
59,-0.6991649920568328,120209.2635682797,109881.70575938234,21311294623.286076,145983.88480680351,7.273089269435213,6.312831690089644
60,-0.739383176412983,67372.52082156252,56175.3074167209,7265412433.566317,85237.38870687157,13.986189138115304,9.845472766729578
61,-0.050665499246497436,124941.74729118777,79562.39379723568,32023615829.160885,178951.434275227,27.361076390017896,10.534868175750187
62,-0.40012143270101275,39217.878167356226,32334.882710534264,2409567718.8075414,49087.34784858051,12.008010353745744,9.725271556058686
63,-1.9662884537927057,94852.9578269183,78835.06018592184,14072373706.824743,118627.03615459986,16.035844463594692,11.868165418853607
64,-0.5714498817460743,88032.9336779371,71267.88126979838,11859294948.048368,108900.39002707184,10.999954487812115,9.124835200907757
65,-0.15363201044578867,69911.85451288307,66114.07536619838,6965371578.27709,83458.80168248937,16.095715353798084,12.955339202223918
66,-0.3490244063237673,100833.99186542805,84309.31490186392,16702724233.94924,129239.01978098271,16.359620329422263,15.888429623221384
67,-1.4768424842037287,200121.31567473547,173694.35910907527,61863311905.54656,248723.36421322898,14.299757135723844,11.35364661249622
68,-1.4841848538237445,179673.92618778293,161412.40465190355,46857716827.27265,216466.43348859577,12.286875729783016,11.531251494835056
69,-0.17164143235662976,75030.3364566029,67021.39634418057,8266027849.165904,90917.69821748626,13.498938176737502,12.037469658855391
70,-0.31945893928330404,40408.333348022745,35444.609267378575,2489927018.738902,49899.168517510414,11.574148035088498,9.45381557494382
71,-0.4258065740728829,28499.068375356368,25364.50486166973,1208746140.2543826,34767.02662371896,12.916102772645399,10.358098535476511
72,-1.4463293064112688,85283.036529203,76503.60626967618,11282794853.0985,106220.50109606195,23.142832210973218,17.460254709336173
73,-0.5344502563393609,82827.42095152622,74902.65103146137,10201484238.385908,101002.39719128406,49.84897862252024,38.56351919198257
74,-0.8231783954041785,106746.03970599532,86861.5748159124,18419837359.747055,135719.70144288946,11.184094882381427,8.670904257390928
