,r2,MAE,MedAE,MSE,RMSE,MAPE,MDAPE
0,-4.787005262121144,48823.60822974865,46826.28773656493,3216877973.396389,56717.52792035623,20.58853410681591,18.469817714265858
1,0.15946526869610822,70813.56617643013,61666.15297081933,7404324825.345126,86048.3865353972,13.839821992422136,11.04755587597561
2,0.3286763101698317,280375.38461399986,241907.09112181189,114439577569.98688,338289.1922157533,12.627816840856015,9.92519403069618
3,0.4801465326707135,29793.064627122993,27376.264893182,1310027330.3273768,36194.29969383821,13.12918561734088,11.679448866681774
4,0.37057073160341236,40724.55539386,34599.02764498297,2520331166.8855352,50202.89998481696,14.007067136973397,10.599561160318775
5,-0.7574284837235474,22162.58949145872,18214.526666801656,749218314.8431065,27371.852601588853,11.851097887064412,9.874743203677946
6,0.03686498161586438,91868.0452818772,71027.51478684577,14238740301.902212,119326.19285765474,14.384451529006256,9.437191887005605
7,-0.4405015151321918,59075.725248886796,49018.39831188106,5411336146.112433,73561.78454953655,16.656032829878274,12.172671866385757
8,0.5880897881293121,88421.38525712333,75291.12780308293,12153179606.309177,110241.46046886887,19.186963818052945,13.8946646248125
9,0.21245601289619853,83830.29029799374,69708.6443569269,10513462267.823277,102535.17575848434,11.79679189727894,8.940705187339287
10,-0.9012613016693052,27919.004195541784,19834.057585800532,1354096674.775008,36798.05259487257,14.674065899472716,8.859196441770642
11,0.3965354409321711,61722.520518222846,49620.70056203555,6195874184.371741,78713.87542467809,12.771144409222948,8.954063975219139
12,-0.07762729095834486,86330.36249907374,72345.4948167454,11540472944.57427,107426.59328385253,9.50130756935743,7.510123396452614
13,0.254935575113862,72709.60690782387,60136.12817622116,8552665798.099754,92480.62390630675,14.669070334353371,10.008308206728977
14,-3945585.0907312715,171395382.354798,142447285.57715407,4.1879704787136296e+16,204645314.59854215,17788.204106264264,15222.285969028693
15,0.17398571151751552,53575.673897609035,42804.141296053655,4662265076.83424,68280.78116742836,7.493790728704551,5.8069517012687974
16,-1.5409185723357122,96158.63292096321,92458.93409321085,13025326649.625664,114128.55317415386,13.322892229672012,12.284838169469024
17,-7.495925536369439,613547.0306932953,589871.2962601813,451294405494.29315,671784.4933416469,24.934927957797363,22.22552927909157
18,-4.014135309729317,64068.03317314505,56211.85490257229,6382234494.362457,79888.88842863229,14.489836826728943,13.038252070430516
19,0.6607368235357121,113461.3500742202,101810.01891697722,19179176283.767735,138488.90310695558,19.86021480193296,17.089444263209465
20,-1.83735375056176,116798.48759163215,104271.94891750708,19776000474.02237,140627.16833536245,13.088615000910398,10.833596870974421
21,-0.5389568518759973,48511.01141513799,40118.42635223281,3625551726.3510184,60212.55455759221,16.297111296011554,12.015419134770635
22,-4.484217794605866,53182.21315308704,51860.645435630926,3674998745.5393057,60621.7679182924,30.72701232442803,26.265373607504504
23,-2.585395838221345,89777.97755760445,84906.69790374464,11744629654.158415,108372.64255409857,22.068481842109115,22.196456473357316
24,-3966994176166100.5,1220137739716.623,3274207018.99645,1.2553598744770995e+25,3543105804907.75,252676683.76025093,737995.0931865248
25,-1.8948896310253671,58670.8407716774,50560.25011467014,5312670056.766088,72888.06525602177,11.379699547144263,8.96160266446491
26,0.1146813736481318,57001.71948491569,45229.26747607393,5265866737.711735,72566.292021239,11.222597454154839,8.63051327763564
